Survived,Pclass,SibSp,Parch,Has_Cabin,Age_capped,Fare_log,Sex_encoded,Embarked_Q,Embarked_S,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T
1,2,1,1,1,2,3.295836866004329,0,0,1,0,0,0,0,1,0,0
1,1,3,2,1,24,5.575949103146316,1,0,1,0,1,0,0,0,0,0
0,2,0,0,0,28,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,25,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,36,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
1,2,0,0,1,24,2.6390573296152584,1,0,1,0,0,0,0,1,0,0
1,2,0,0,0,40,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
1,3,1,0,0,28,2.8390784635086144,1,0,1,0,0,0,0,0,0,0
1,3,1,1,0,3,2.8273136219290276,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,42,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,23,2.3248357019288655,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,28,3.58351893845611,0,0,1,0,1,0,0,0,0,0
0,3,1,1,0,15,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,25,2.9338568698359038,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
1,1,0,1,1,22,4.02535169073515,1,0,1,0,0,0,1,0,0,0
0,2,0,0,0,38,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,2.1837114628556327,1,1,0,0,0,0,0,0,0,0
1,3,0,0,0,28,2.1837114628556327,1,1,0,0,0,0,0,0,0,0
0,3,1,4,0,40,3.3638415951183864,0,0,1,0,0,0,0,0,0,0
0,2,1,0,0,29,3.357621598945279,0,0,0,0,0,0,0,0,0,0
0,3,0,1,0,45,2.737880811060884,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,35,2.0856720914304723,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,28,2.803360380906535,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,30,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,54,4.334017415487521,1,0,0,0,0,1,0,0,0,0
1,3,0,0,0,28,2.1076888046179385,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0,28,2.169053700369523,1,1,0,0,0,0,0,0,0,0
1,1,0,0,1,24,4.252771798816619,1,0,0,1,0,0,0,0,0,0
1,1,1,0,1,25,4.0332082470129285,0,0,0,0,0,0,1,0,0,0
0,3,1,0,0,18,2.0143428636837015,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,19,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,22,4.91730069488021,0,0,0,0,0,0,0,0,0,0
0,3,3,1,0,3,3.0944457464900235,1,0,1,0,0,0,0,0,0,0
1,1,1,0,0,28,4.420896324687287,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0,22,2.1102132003465894,1,0,1,0,0,0,0,0,0,0
0,1,0,2,1,27,5.358941988364472,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0,20,1.6119347926326877,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,19,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,42,5.4316456135398825,1,0,0,0,0,0,0,0,0,0
1,3,0,2,0,2,2.817902613071225,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,32,2.188856327665703,0,0,1,0,0,0,0,0,0,0
1,1,1,0,0,35,3.970291913552122,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,18,4.310799125385514,0,0,1,0,0,0,0,0,0,0
0,3,5,2,0,2,3.8691155044168695,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,36,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1666737276227077,0,1,0,0,0,0,0,0,0,0
1,2,0,0,0,17,2.5649493574615367,1,0,0,0,0,0,0,0,0,0
1,1,1,2,1,36,4.795790545596741,0,0,1,1,0,0,0,0,0,0
1,3,0,0,0,21,2.174274334826008,0,0,1,0,0,0,0,0,0,0
0,3,2,0,0,28,2.188856327665703,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,23,4.738607824217808,1,0,0,0,0,1,0,0,0,0
1,3,0,2,1,24,2.8735646395797834,1,0,1,0,0,0,0,0,1,0
0,3,0,0,0,22,2.174274334826008,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,31,2.180891922715322,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,46,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,23,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,28,2.613739521630969,1,0,1,0,0,0,0,0,0,0
1,3,0,0,0,39,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,26,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,21,2.3818582738885534,1,0,1,0,0,0,0,0,0,0
0,3,1,0,0,28,2.8243506567983707,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,20,2.2682524139135403,1,0,1,0,0,0,0,0,0,0
0,2,1,0,0,34,3.091042453358316,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,51,2.169053700369523,0,0,1,0,0,0,0,0,0,0
1,2,1,1,0,3,2.9831534913471307,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,21,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,3,3,1,0,28,3.275887339030031,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.061570298060867,0,1,0,0,0,0,0,0,0,0
1,1,1,0,1,33,4.51085950651685,1,1,0,0,1,0,0,0,0,0
0,2,0,0,0,28,0.0,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,44,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,1,0,1,0,0,0,0,0,0,0
1,2,1,1,0,34,3.5115454388310208,1,0,1,0,0,0,0,0,0,0
1,2,0,2,0,18,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
0,2,0,0,0,30,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,0,2,0,10,3.224857896545748,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,21,2.167143305297764,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,29,2.1832383353614797,0,0,1,0,0,0,0,0,0,0
0,3,1,1,0,28,2.7343675094195836,1,0,1,0,0,0,0,0,0,0
0,3,1,1,0,18,3.0545906305603445,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,28,3.295836866004329,1,0,1,0,0,0,0,0,0,0
1,2,0,0,0,19,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,3,0,0,1,32,2.2027647577118348,0,0,1,0,0,0,1,0,0,0
1,1,0,0,1,28,3.3160025355989236,0,0,1,0,1,0,0,0,0,0
1,3,1,0,0,28,2.8390784635086144,1,0,1,0,0,0,0,0,0,0
1,2,1,0,0,42,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,17,2.094945728215801,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,50,4.041295341132285,0,0,1,0,0,0,1,0,0,0
1,1,1,2,1,14,4.795790545596741,1,0,1,1,0,0,0,0,0,0
0,3,2,2,0,21,3.5660053559634015,1,0,1,0,0,0,0,0,0,0
1,2,2,3,0,24,2.9831534913471307,1,0,1,0,0,0,0,0,0,0
0,1,1,4,1,54,5.575949103146316,0,0,1,0,1,0,0,0,0,0
0,2,0,0,0,31,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
1,2,1,1,0,45,3.305053521109253,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,20,2.3513752571634776,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,25,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,28,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,2.2096470973347766,0,0,1,0,0,0,0,0,0,0
1,1,0,2,1,4,4.417131919904876,0,0,1,0,0,0,0,0,0,0
1,2,0,1,0,13,3.0204248861443626,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,34,3.3160025355989236,0,0,1,0,0,0,0,0,0,0
1,3,2,1,0,5,3.0085645861193133,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,52,3.449987545831587,0,0,1,0,1,0,0,0,0,0
0,2,1,2,0,36,3.3586377672433594,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,28,3.0429354648621407,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,30,3.3586377672433594,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1,49,4.500966778400217,0,0,0,0,1,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,29,2.1855792552411137,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,54,3.3160025355989236,0,0,1,0,0,0,1,0,0,0
1,1,1,0,1,28,3.967694202798607,1,0,1,0,0,1,0,0,0,0
1,2,0,0,0,50,2.4423470353692043,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,48,3.3160025355989236,0,0,1,0,0,0,1,0,0,0
0,3,0,0,0,34,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,47,3.676300671907076,0,0,1,0,0,0,1,0,0,0
0,2,0,0,0,48,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,38,2.0856720914304723,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,28,0.0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,54,3.3160025355989236,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1661924680884908,0,1,0,0,0,0,0,0,0,0
1,3,2,1,0,2,3.0085645861193133,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,38,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
1,2,1,2,0,33,3.3586377672433594,1,0,1,0,0,0,0,0,0,0
1,2,0,0,1,23,2.694066212646058,1,0,0,0,0,1,0,0,0,0
0,3,0,0,0,22,2.3830123421066602,1,0,1,0,0,0,0,0,0,0
0,1,0,0,1,28,3.970291913552122,0,0,1,0,0,0,0,0,0,0
0,2,1,0,0,34,3.091042453358316,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,29,2.0851502161468174,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,22,2.142510233146819,0,0,1,0,0,0,0,0,0,0
1,3,0,1,0,2,2.586823743668066,1,0,1,0,0,0,0,0,0,0
0,3,5,2,0,9,3.8691155044168695,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,28,0.0,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,50,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,54,2.3596740599781727,1,0,1,0,0,0,0,0,0,0
1,1,1,0,1,25,4.5226490762785785,0,0,0,1,0,0,0,0,0,0
0,3,3,1,0,28,3.275887339030031,1,0,1,0,0,0,0,0,0,0
1,1,1,0,1,35,4.51085950651685,1,0,1,0,1,0,0,0,0,0
0,1,0,0,1,54,3.4242626545931514,0,0,0,1,0,0,0,0,0,0
0,3,0,0,0,30,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,3,1,1,0,9,2.8273136219290276,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,28,3.0429354648621407,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,21,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,54,3.449987545831587,0,0,1,0,1,0,0,0,0,0
0,1,0,0,0,54,3.922056501139853,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,21,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.738146075922933,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,54,4.37281811610993,1,0,0,0,0,1,0,0,0,0
0,3,0,0,0,28,2.7788192719904172,0,0,1,0,0,0,0,0,0,0
0,1,1,2,1,25,5.027492411162679,1,0,1,0,1,0,0,0,0,0
0,3,0,0,0,24,2.174274334826008,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,17,2.2682524139135403,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,21,2.169053700369523,1,1,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.155151800914312,1,1,0,0,0,0,0,0,0,0
0,3,0,0,0,37,2.3596740599781727,1,0,1,0,0,0,0,0,0,0
1,1,0,0,1,16,4.471638793363569,1,0,1,1,0,0,0,0,0,0
0,1,1,0,1,18,4.699570861409576,0,0,0,0,1,0,0,0,0,0
1,2,0,2,0,33,3.295836866004329,1,0,1,0,0,0,0,0,0,0
1,1,0,0,0,28,3.3160025355989236,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,3.1580636854714434,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,26,4.05171190165724,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,29,2.169053700369523,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,36,3.3064287218760624,0,0,1,0,0,0,1,0,0,0
1,1,1,0,0,54,4.100989104940769,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,24,2.139571923732859,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,47,3.5559421706858756,0,0,1,0,0,1,0,0,0,0
1,2,0,0,1,34,2.4423470353692043,1,0,1,0,0,0,0,1,0,0
0,3,0,0,0,28,3.224857896545748,0,1,0,0,0,0,0,0,0,0
1,2,1,0,0,36,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,32,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,30,4.548599834499697,1,0,1,1,0,0,0,0,0,0
0,3,0,0,0,22,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,44,4.077184839375167,1,0,0,1,0,0,0,0,0,0
0,3,0,0,0,28,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,40,2.169053700369523,0,1,0,0,0,0,0,0,0,0
1,2,0,0,0,50,2.4423470353692043,1,0,1,0,0,0,0,0,0,0
0,1,0,0,1,28,5.406181146423973,0,0,1,0,1,0,0,0,0,0
0,3,0,0,0,39,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,2,2,1,0,23,2.5257286443082556,0,0,1,0,0,0,0,0,0,0
1,2,1,1,0,2,3.295836866004329,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
0,3,1,1,0,17,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
1,3,0,2,0,28,3.1509523813392697,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,30,2.2682524139135403,1,0,1,0,0,0,0,0,0,0
1,2,0,2,0,7,3.305053521109253,1,0,1,0,0,0,0,0,0,0
0,1,0,0,1,45,3.3160025355989236,0,0,1,1,0,0,0,0,0,0
1,1,0,0,0,30,4.676792929661059,1,0,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.740840023925201,0,0,1,0,0,0,0,0,0,0
1,1,0,2,1,22,3.9219733362813143,1,0,0,1,0,0,0,0,0,0
1,1,0,2,1,36,4.276666119016055,1,0,1,1,0,0,0,0,0,0
0,3,4,2,0,9,3.4742929367327062,1,0,1,0,0,0,0,0,0,0
0,3,4,2,0,11,3.4742929367327062,1,0,1,0,0,0,0,0,0,0
1,2,1,0,0,32,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,1,1,0,1,50,4.676792929661059,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,54,3.295836866004329,0,0,1,0,0,0,0,0,0,0
1,2,1,0,0,19,3.295836866004329,1,0,1,0,0,0,0,0,0,0
1,2,0,0,0,28,2.6988412620169004,0,0,0,0,0,0,0,0,0,0
0,3,1,1,0,33,3.0692150503137943,0,0,1,0,0,0,0,0,0,0
1,2,1,1,0,8,3.6309854756950335,0,0,1,0,0,0,0,0,0,0
1,1,0,2,1,17,4.717456363787216,0,0,0,0,1,0,0,0,0,0
0,2,0,0,0,27,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.17806441028492,0,1,0,0,0,0,0,0,0,0
1,3,0,0,0,22,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,22,2.1719067693519296,1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,54,3.3160025355989236,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,48,3.703768066607687,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,28,5.4316456135398825,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,39,4.390118804571218,1,0,1,0,0,0,1,0,0,0
1,3,1,0,0,36,2.91235066461494,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,40,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,28,2.6741486494265287,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,1,0,1,0,0,0,0,0,0,0
0,3,2,0,0,24,3.224857896545748,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,19,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,0,4,0,29,3.0944457464900235,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1076888046179385,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,32,2.180891922715322,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,54,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
1,1,2,0,1,53,3.960416900617205,1,0,1,0,1,0,0,0,0,0
1,1,0,0,1,36,3.3100867049215847,0,0,1,0,0,0,1,0,0,0
1,3,0,0,0,28,2.169053700369523,1,1,0,0,0,0,0,0,0,0
0,3,0,0,0,16,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,19,2.740840023925201,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,34,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
1,1,1,0,1,39,4.041295341132285,1,0,1,0,0,0,1,0,0,0
0,3,1,0,0,28,2.738146075922933,1,0,0,0,0,0,0,0,0,0
1,3,0,0,0,32,2.188856327665703,0,0,1,0,0,0,0,0,0,0
1,2,1,1,0,25,3.4339872044851463,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,39,4.717456363787216,1,0,0,0,1,0,0,0,0,0
0,2,0,0,0,54,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,36,3.716616209085536,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2734137156937657,0,0,0,0,0,0,0,0,0,0
1,1,0,2,1,18,4.390118804571218,1,0,1,0,0,0,1,0,0,0
0,2,0,0,0,47,2.772588722239781,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,54,4.384523514872469,0,0,0,1,0,0,0,0,0,0
0,3,0,0,0,22,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,35,2.094945728215801,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,52,4.37281811610993,1,0,0,0,0,1,0,0,0,0
0,3,0,0,0,47,2.1102132003465894,0,0,1,0,0,0,0,0,0,0
0,3,0,2,0,28,2.169053700369523,1,1,0,0,0,0,0,0,0,0
0,2,1,0,0,37,3.295836866004329,0,0,1,0,0,0,0,0,0,0
0,3,1,1,0,36,3.224857896545748,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,28,3.5263605246161616,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,49,0.0,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,49,4.0592215752427645,0,0,0,0,0,0,0,0,0,0
1,2,2,1,0,24,3.332204510175204,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,28,3.770459441106359,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,44,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,35,3.3160025355989236,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,36,2.806386101823072,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,30,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,27,3.449987545831587,0,0,1,0,0,0,0,0,0,0
1,2,1,2,0,22,3.7513658711253766,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,40,5.039951348430309,1,0,1,0,1,0,0,0,0,0
0,3,1,5,0,39,3.4742929367327062,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.0856720914304723,0,0,1,0,0,0,0,0,0,0
1,3,1,0,0,28,2.803360380906535,1,1,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.169053700369523,0,1,0,0,0,0,0,0,0,0
0,3,0,0,0,35,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,2,1,2,0,24,4.189654742026425,1,0,1,0,0,0,0,0,0,0
0,3,1,1,0,34,2.7343675094195836,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,26,2.8390784635086144,1,0,1,0,0,0,0,0,0,0
1,2,2,1,1,4,3.6888794541139363,1,0,1,0,0,0,0,1,0,0
0,2,0,0,0,26,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
0,3,1,0,0,27,2.737880811060884,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,42,3.9806942251907276,0,0,1,0,0,1,0,0,0,0
1,3,1,1,0,20,2.817902613071225,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,21,2.180891922715322,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,21,2.8390784635086144,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,54,3.5061818266142577,0,0,1,0,0,1,0,0,0,0
0,2,0,0,0,54,2.5915163848462583,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,21,4.368919865004903,1,0,1,0,0,1,0,0,0,0
0,3,0,0,0,26,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.167143305297764,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,54,3.4339872044851463,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,51,2.086193694502369,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,32,3.449987545831587,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,28,0.0,0,0,1,0,0,0,0,0,0,0
0,3,3,2,0,9,3.3638415951183864,1,0,1,0,0,0,0,0,0,0
1,2,0,0,0,28,2.6390573296152584,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,32,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,2,1,1,0,31,3.305053521109253,0,0,1,0,0,0,0,0,0,0
0,3,0,5,0,41,3.705920919968788,1,0,1,0,0,0,0,0,0,0
0,3,1,0,0,28,2.8390784635086144,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,20,2.180891922715322,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,24,4.252771798816619,1,0,0,1,0,0,0,0,0,0
0,3,3,2,0,2,3.3638415951183864,1,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,4.05171190165724,0,0,1,0,0,0,0,0,0,0
1,3,2,1,0,2,3.0085645861193133,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,48,4.353230991152628,0,0,0,0,0,1,0,0,0,0
0,3,0,0,0,19,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,1,0,0,1,54,3.597312260588446,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,28,2.145931282948669,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,23,2.145931282948669,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
1,2,0,1,0,18,3.1780538303479458,1,0,1,0,0,0,0,0,0,0
0,3,0,0,0,21,2.2442459824059346,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,28,2.17806441028492,1,1,0,0,0,0,0,0,0,0
0,3,0,0,0,18,2.0476928433652555,1,1,0,0,0,0,0,0,0,0
0,2,2,0,0,24,4.310799125385514,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1855792552411137,0,0,1,0,0,0,0,0,0,0
0,3,1,1,0,32,2.803360380906535,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,23,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,1,0,2,1,54,4.738607824217808,0,0,0,0,0,1,0,0,0,0
1,1,2,0,0,50,4.902678819257608,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,40,2.1071782966514356,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,47,3.2804411805263554,0,0,1,0,0,0,1,0,0,0
0,3,0,0,0,36,2.139571923732859,0,0,1,0,0,0,0,0,0,0
1,3,1,0,0,20,2.188856327665703,0,0,1,0,0,0,0,0,0,0
0,2,2,0,0,32,4.310799125385514,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,25,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,28,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,43,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,1,1,0,1,28,3.970291913552122,1,0,1,0,1,0,0,0,0,0
1,2,1,1,0,40,3.6888794541139363,1,0,1,0,0,0,0,0,0,0
0,1,1,0,1,31,3.970291913552122,0,0,1,1,0,0,0,0,0,0
0,2,0,0,0,54,2.4423470353692043,0,0,1,0,0,0,0,0,0,0
1,2,0,0,0,31,2.6390573296152584,0,0,1,0,0,0,0,0,0,0
0,2,0,0,0,28,0.0,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,18,2.1719067693519296,0,0,1,0,0,0,0,0,0,0
0,3,0,0,0,24,2.2027647577118348,0,0,1,0,0,0,0,0,0,0
1,3,0,0,0,18,2.3833998102837652,1,0,1,0,0,0,0,0,0,0
0,3,1,6,0,43,3.8691155044168695,1,0,1,0,0,0,0,0,0,0
1,1,0,1,1,36,6.240917354759096,0,0,0,1,0,0,0,0,0,0
0,3,0,0,0,28,2.212386825075897,1,1,0,0,0,0,0,0,0,0
1,1,0,0,1,27,4.353230991152628,0,0,0,0,0,1,0,0,0,0
0,3,0,0,0,20,2.3248357019288655,0,0,1,0,0,0,0,0,0,0
